Indicator,GeoAreaCode,GeoAreaName,TimePeriod,R&D proportion of GDP 
9.5.1,643,Russian Federation,2004,1.15133
9.5.1,643,Russian Federation,2005,1.06797
9.5.1,643,Russian Federation,2006,1.07294
9.5.1,643,Russian Federation,2007,1.11611
9.5.1,643,Russian Federation,2008,1.04435
9.5.1,643,Russian Federation,2009,1.25192
9.5.1,643,Russian Federation,2010,1.1302
9.5.1,643,Russian Federation,2011,1.01545
9.5.1,643,Russian Federation,2012,1.02766
9.5.1,643,Russian Federation,2013,1.02732
9.5.1,643,Russian Federation,2014,1.07241
9.5.1,643,Russian Federation,2015,1.10085
9.5.1,643,Russian Federation,2016,1.10238
9.5.1,643,Russian Federation,2017,1.10967
9.5.1,643,Russian Federation,2018,0.98275
9.5.1,646,Rwanda,2016,0.64656
9.5.1,670,Saint Vincent and the Grenadines,2001,0.04306
9.5.1,670,Saint Vincent and the Grenadines,2002,0.12028
9.5.1,682,Saudi Arabia,2003,0.06233
9.5.1,682,Saudi Arabia,2004,0.05315
9.5.1,682,Saudi Arabia,2005,0.0423
9.5.1,682,Saudi Arabia,2006,0.04245
9.5.1,682,Saudi Arabia,2007,0.04521
9.5.1,682,Saudi Arabia,2008,0.04902
9.5.1,682,Saudi Arabia,2009,0.07338
9.5.1,682,Saudi Arabia,2010,0.884
9.5.1,682,Saudi Arabia,2011,0.89784
9.5.1,682,Saudi Arabia,2012,0.87684
9.5.1,682,Saudi Arabia,2013,0.81516
9.5.1,686,Senegal,2008,0.2909
9.5.1,686,Senegal,2010,0.43137
9.5.1,686,Senegal,2015,0.5772
9.5.1,688,Serbia,2000,0.85424
9.5.1,688,Serbia,2001,0.30401
9.5.1,688,Serbia,2002,0.63968
9.5.1,688,Serbia,2003,0.49138
9.5.1,688,Serbia,2004,0.28953
9.5.1,688,Serbia,2005,0.3953
9.5.1,688,Serbia,2006,0.43985
9.5.1,688,Serbia,2007,0.57877
9.5.1,688,Serbia,2008,0.66966
9.5.1,688,Serbia,2009,0.8173
9.5.1,688,Serbia,2010,0.70228
9.5.1,688,Serbia,2011,0.68334
9.5.1,688,Serbia,2012,0.85316
9.5.1,688,Serbia,2013,0.68367
9.5.1,688,Serbia,2014,0.72309
9.5.1,688,Serbia,2015,0.81146
9.5.1,688,Serbia,2016,0.83951
9.5.1,688,Serbia,2017,0.87353
9.5.1,688,Serbia,2018,0.9197
9.5.1,690,Seychelles,2001,0.42525
9.5.1,690,Seychelles,2002,0.40707
9.5.1,690,Seychelles,2003,0.41183
9.5.1,690,Seychelles,2004,0.34658
9.5.1,690,Seychelles,2005,0.30209
9.5.1,690,Seychelles,2016,0.22175
9.5.1,702,Singapore,2000,1.81699
9.5.1,702,Singapore,2001,2.00931
9.5.1,702,Singapore,2002,2.03282
9.5.1,702,Singapore,2003,1.99679
9.5.1,702,Singapore,2004,2.07859
9.5.1,702,Singapore,2005,2.14812
9.5.1,702,Singapore,2006,2.11661
9.5.1,702,Singapore,2007,2.31988
9.5.1,702,Singapore,2008,2.59674
9.5.1,702,Singapore,2009,2.12924
9.5.1,702,Singapore,2010,1.93137
9.5.1,702,Singapore,2011,2.07065
9.5.1,702,Singapore,2012,1.91939
9.5.1,702,Singapore,2013,1.92335
9.5.1,702,Singapore,2014,2.08464
9.5.1,702,Singapore,2015,2.18198
9.5.1,702,Singapore,2016,2.07629
9.5.1,702,Singapore,2017,1.92465
9.5.1,703,Slovakia,2000,0.63806
9.5.1,703,Slovakia,2001,0.62465
9.5.1,703,Slovakia,2002,0.56314
9.5.1,703,Slovakia,2003,0.56146
9.5.1,703,Slovakia,2004,0.50069
9.5.1,703,Slovakia,2005,0.49332
9.5.1,703,Slovakia,2006,0.47488
9.5.1,703,Slovakia,2007,0.44746
9.5.1,703,Slovakia,2008,0.46137
9.5.1,703,Slovakia,2009,0.47272
9.5.1,703,Slovakia,2010,0.61147
9.5.1,703,Slovakia,2011,0.65779
9.5.1,703,Slovakia,2012,0.7964
9.5.1,703,Slovakia,2013,0.82157
9.5.1,703,Slovakia,2014,0.87814
9.5.1,703,Slovakia,2015,1.1626
9.5.1,703,Slovakia,2016,0.79078
9.5.1,703,Slovakia,2017,0.88612
9.5.1,703,Slovakia,2018,0.83806
9.5.1,704,Viet Nam,2002,0.19273
9.5.1,704,Viet Nam,2011,0.19044
9.5.1,704,Viet Nam,2013,0.37359
9.5.1,704,Viet Nam,2015,0.44113
9.5.1,704,Viet Nam,2017,0.52674
9.5.1,705,Slovenia,2000,1.35982
9.5.1,705,Slovenia,2001,1.46767
9.5.1,705,Slovenia,2002,1.44325
9.5.1,705,Slovenia,2003,1.24792
9.5.1,705,Slovenia,2004,1.37026
9.5.1,705,Slovenia,2005,1.41778
9.5.1,705,Slovenia,2006,1.53705
9.5.1,705,Slovenia,2007,1.42703
9.5.1,705,Slovenia,2008,1.62673
9.5.1,705,Slovenia,2009,1.81184
9.5.1,705,Slovenia,2010,2.05133
9.5.1,705,Slovenia,2011,2.41297
9.5.1,705,Slovenia,2012,2.56061
9.5.1,705,Slovenia,2013,2.56487
9.5.1,705,Slovenia,2014,2.36548
9.5.1,705,Slovenia,2015,2.19565
9.5.1,705,Slovenia,2016,2.01145
9.5.1,705,Slovenia,2017,1.86635
9.5.1,705,Slovenia,2018,1.95039
9.5.1,710,South Africa,2001,0.71578
9.5.1,710,South Africa,2003,0.76051
9.5.1,710,South Africa,2004,0.81334
9.5.1,710,South Africa,2005,0.86315
9.5.1,710,South Africa,2006,0.89815
9.5.1,710,South Africa,2007,0.88287
9.5.1,710,South Africa,2008,0.88816
9.5.1,710,South Africa,2009,0.83562
9.5.1,710,South Africa,2010,0.73704
9.5.1,710,South Africa,2011,0.73451
9.5.1,710,South Africa,2012,0.73363
9.5.1,710,South Africa,2013,0.72488
9.5.1,710,South Africa,2014,0.77115
9.5.1,710,South Africa,2015,0.79846
9.5.1,710,South Africa,2016,0.81882
9.5.1,710,South Africa,2017,0.83215
9.5.1,724,Spain,2000,0.88276
9.5.1,724,Spain,2001,0.88833
9.5.1,724,Spain,2002,0.95971
9.5.1,724,Spain,2003,1.02373
9.5.1,724,Spain,2004,1.04089
9.5.1,724,Spain,2005,1.09956
9.5.1,724,Spain,2006,1.17702
9.5.1,724,Spain,2007,1.24053
9.5.1,724,Spain,2008,1.325
9.5.1,724,Spain,2009,1.36364
9.5.1,724,Spain,2010,1.35996
9.5.1,724,Spain,2011,1.33341
9.5.1,724,Spain,2012,1.29877
9.5.1,724,Spain,2013,1.27523
9.5.1,724,Spain,2014,1.24213
9.5.1,724,Spain,2015,1.22236
9.5.1,724,Spain,2016,1.19048
9.5.1,724,Spain,2017,1.21041
9.5.1,724,Spain,2018,1.24323
9.5.1,729,Sudan,2000,0.47277
9.5.1,729,Sudan,2001,0.44686
9.5.1,729,Sudan,2002,0.39509
9.5.1,729,Sudan,2003,0.33982
9.5.1,729,Sudan,2004,0.29586
9.5.1,729,Sudan,2005,0.29844
9.5.1,748,Eswatini,2015,0.26661
9.5.1,752,Sweden,2001,3.8738
9.5.1,752,Sweden,2003,3.57948
9.5.1,752,Sweden,2004,3.36129
9.5.1,752,Sweden,2005,3.35958
9.5.1,752,Sweden,2006,3.475
9.5.1,752,Sweden,2007,3.23383
9.5.1,752,Sweden,2008,3.46999
9.5.1,752,Sweden,2009,3.39528
9.5.1,752,Sweden,2010,3.16789
9.5.1,752,Sweden,2011,3.18702
9.5.1,752,Sweden,2012,3.23025
9.5.1,752,Sweden,2013,3.26042
9.5.1,752,Sweden,2014,3.10184
9.5.1,752,Sweden,2015,3.21903
9.5.1,752,Sweden,2016,3.24736
9.5.1,752,Sweden,2017,3.36279
9.5.1,752,Sweden,2018,3.31278
9.5.1,756,Switzerland,2000,2.32344
9.5.1,756,Switzerland,2004,2.67269
9.5.1,756,Switzerland,2008,2.71472
9.5.1,756,Switzerland,2012,3.18623
9.5.1,756,Switzerland,2015,3.3716
9.5.1,756,Switzerland,2017,3.36798
9.5.1,760,Syrian Arab Republic,2015,0.02053
9.5.1,762,Tajikistan,2001,0.08953
9.5.1,762,Tajikistan,2002,0.07068
9.5.1,762,Tajikistan,2003,0.06885
9.5.1,762,Tajikistan,2004,0.06697
9.5.1,762,Tajikistan,2005,0.0957
9.5.1,762,Tajikistan,2006,0.10732
9.5.1,762,Tajikistan,2007,0.06778
9.5.1,762,Tajikistan,2008,0.06983
9.5.1,762,Tajikistan,2009,0.08577
9.5.1,762,Tajikistan,2010,0.08914
9.5.1,762,Tajikistan,2011,0.12148
9.5.1,762,Tajikistan,2012,0.11432
9.5.1,762,Tajikistan,2013,0.11851
9.5.1,762,Tajikistan,2014,0.11624
9.5.1,762,Tajikistan,2015,0.10888
9.5.1,762,Tajikistan,2016,0.10683
9.5.1,762,Tajikistan,2017,0.11536
9.5.1,762,Tajikistan,2018,0.09703
9.5.1,764,Thailand,2000,0.24471
9.5.1,764,Thailand,2001,0.25231
9.5.1,764,Thailand,2002,0.23055
9.5.1,764,Thailand,2003,0.24534
9.5.1,764,Thailand,2004,0.23828
9.5.1,764,Thailand,2005,0.21889
9.5.1,764,Thailand,2006,0.23271
9.5.1,764,Thailand,2007,0.2008
9.5.1,764,Thailand,2008,0.20331
9.5.1,764,Thailand,2009,0.23455
9.5.1,764,Thailand,2011,0.36146
9.5.1,764,Thailand,2013,0.44164
9.5.1,764,Thailand,2014,0.47988
9.5.1,764,Thailand,2015,0.61609
9.5.1,764,Thailand,2016,0.77817
9.5.1,764,Thailand,2017,1.00179
9.5.1,768,Togo,2010,0.23476
9.5.1,768,Togo,2012,0.22324
9.5.1,768,Togo,2014,0.26654
9.5.1,780,Trinidad and Tobago,2000,0.108
9.5.1,780,Trinidad and Tobago,2001,0.10417
9.5.1,780,Trinidad and Tobago,2002,0.13178
9.5.1,780,Trinidad and Tobago,2003,0.11501
9.5.1,780,Trinidad and Tobago,2004,0.11441
9.5.1,780,Trinidad and Tobago,2005,0.11431
9.5.1,780,Trinidad and Tobago,2006,0.07233
9.5.1,780,Trinidad and Tobago,2007,0.05922
9.5.1,780,Trinidad and Tobago,2008,0.03072
9.5.1,780,Trinidad and Tobago,2009,0.05665
9.5.1,780,Trinidad and Tobago,2010,0.04771
9.5.1,780,Trinidad and Tobago,2011,0.04024
9.5.1,780,Trinidad and Tobago,2012,0.04378
9.5.1,780,Trinidad and Tobago,2013,0.05667
9.5.1,780,Trinidad and Tobago,2014,0.08172
9.5.1,780,Trinidad and Tobago,2015,0.08623
9.5.1,780,Trinidad and Tobago,2016,0.09183
9.5.1,780,Trinidad and Tobago,2017,0.09112
9.5.1,780,Trinidad and Tobago,2018,0.08399
9.5.1,784,United Arab Emirates,2011,0.48622
9.5.1,784,United Arab Emirates,2014,0.6936
9.5.1,784,United Arab Emirates,2015,0.89504
9.5.1,784,United Arab Emirates,2016,0.96366
9.5.1,784,United Arab Emirates,2018,1.27836
9.5.1,788,Tunisia,2002,0.54302
9.5.1,788,Tunisia,2003,0.65043
9.5.1,788,Tunisia,2004,0.73095
9.5.1,788,Tunisia,2005,0.71195
9.5.1,788,Tunisia,2006,0.67726
9.5.1,788,Tunisia,2007,0.66551
9.5.1,788,Tunisia,2008,0.6394
9.5.1,788,Tunisia,2009,0.70644
9.5.1,788,Tunisia,2010,0.69026
9.5.1,788,Tunisia,2011,0.70863
9.5.1,788,Tunisia,2012,0.68206
9.5.1,788,Tunisia,2013,0.67071
9.5.1,788,Tunisia,2014,0.65423
9.5.1,788,Tunisia,2015,0.62936
9.5.1,788,Tunisia,2016,0.60364
9.5.1,788,Tunisia,2018,0.60132
9.5.1,792,Turkey,2000,0.46783
9.5.1,792,Turkey,2001,0.52638
9.5.1,792,Turkey,2002,0.51294
9.5.1,792,Turkey,2003,0.46945
9.5.1,792,Turkey,2004,0.50215
9.5.1,792,Turkey,2005,0.56931
9.5.1,792,Turkey,2006,0.55749
9.5.1,792,Turkey,2007,0.69182
9.5.1,792,Turkey,2008,0.69292
9.5.1,792,Turkey,2009,0.8094
9.5.1,792,Turkey,2010,0.79892
9.5.1,792,Turkey,2011,0.79988
9.5.1,792,Turkey,2012,0.83217
9.5.1,792,Turkey,2013,0.81821
9.5.1,792,Turkey,2014,0.86077
9.5.1,792,Turkey,2015,0.8815
9.5.1,792,Turkey,2016,0.94464
9.5.1,792,Turkey,2017,0.95978
9.5.1,800,Uganda,2002,0.36756
9.5.1,800,Uganda,2003,0.25612
9.5.1,800,Uganda,2004,0.26056
9.5.1,800,Uganda,2005,0.21514
9.5.1,800,Uganda,2006,0.30033
9.5.1,800,Uganda,2007,0.38821
9.5.1,800,Uganda,2008,0.32632
9.5.1,800,Uganda,2009,0.25755
9.5.1,800,Uganda,2010,0.36284
9.5.1,800,Uganda,2014,0.14381
9.5.1,804,Ukraine,2000,0.96213
9.5.1,804,Ukraine,2001,1.02429
9.5.1,804,Ukraine,2002,0.99917
9.5.1,804,Ukraine,2003,1.11287
9.5.1,804,Ukraine,2004,1.08258
9.5.1,804,Ukraine,2005,1.03197
9.5.1,804,Ukraine,2006,0.95
9.5.1,804,Ukraine,2007,0.85403
9.5.1,804,Ukraine,2008,0.84727
9.5.1,804,Ukraine,2009,0.85727
9.5.1,804,Ukraine,2010,0.83346
9.5.1,804,Ukraine,2011,0.7378
9.5.1,804,Ukraine,2012,0.75167
9.5.1,804,Ukraine,2013,0.76175
9.5.1,804,Ukraine,2014,0.65034
9.5.1,804,Ukraine,2015,0.61477
9.5.1,804,Ukraine,2016,0.48339
9.5.1,804,Ukraine,2017,0.44839
9.5.1,804,Ukraine,2018,0.47109
9.5.1,807,North Macedonia,2000,0.41888
9.5.1,807,North Macedonia,2001,0.2931
9.5.1,807,North Macedonia,2002,0.24461
9.5.1,807,North Macedonia,2003,0.21064
9.5.1,807,North Macedonia,2004,0.23237
9.5.1,807,North Macedonia,2005,0.22825
9.5.1,807,North Macedonia,2006,0.19373
9.5.1,807,North Macedonia,2007,0.17093
9.5.1,807,North Macedonia,2008,0.22358
9.5.1,807,North Macedonia,2009,0.19679
9.5.1,807,North Macedonia,2010,0.21634
9.5.1,807,North Macedonia,2011,0.22276
9.5.1,807,North Macedonia,2012,0.32676
9.5.1,807,North Macedonia,2013,0.43894
9.5.1,807,North Macedonia,2014,0.51646
9.5.1,807,North Macedonia,2015,0.44412
9.5.1,807,North Macedonia,2016,0.43585
9.5.1,807,North Macedonia,2017,0.35439
9.5.1,807,North Macedonia,2018,0.36523
9.5.1,818,Egypt,2000,0.19247
9.5.1,818,Egypt,2004,0.26994
9.5.1,818,Egypt,2005,0.24141
9.5.1,818,Egypt,2006,0.25903
9.5.1,818,Egypt,2007,0.2551
9.5.1,818,Egypt,2008,0.27024
9.5.1,818,Egypt,2009,0.43312
9.5.1,818,Egypt,2010,0.43345
9.5.1,818,Egypt,2011,0.53154
9.5.1,818,Egypt,2012,0.50899
9.5.1,818,Egypt,2013,0.63895
9.5.1,818,Egypt,2014,0.63649
9.5.1,818,Egypt,2015,0.71858
9.5.1,818,Egypt,2016,0.70848
9.5.1,818,Egypt,2017,0.67941
9.5.1,818,Egypt,2018,0.72388
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2000,1.61712
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2001,1.60477
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2002,1.61497
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2003,1.58239
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2004,1.5338
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2005,1.55279
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2006,1.57317
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2007,1.61289
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2008,1.61272
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2009,1.67125
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2010,1.64564
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2011,1.64959
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2012,1.57716
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2013,1.62028
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2014,1.6434
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2015,1.64985
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2016,1.66023
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2017,1.68022
9.5.1,826,United Kingdom of Great Britain and Northern Ireland,2018,1.70274
9.5.1,834,United Republic of Tanzania,2007,0.33462
9.5.1,834,United Republic of Tanzania,2010,0.37307
9.5.1,834,United Republic of Tanzania,2013,0.51456
9.5.1,840,United States of America,2000,2.62879
9.5.1,840,United States of America,2001,2.6483
9.5.1,840,United States of America,2002,2.55926
9.5.1,840,United States of America,2003,2.56455
9.5.1,840,United States of America,2004,2.50243
9.5.1,840,United States of America,2005,2.51697
9.5.1,840,United States of America,2006,2.55764
9.5.1,840,United States of America,2007,2.63161
9.5.1,840,United States of America,2008,2.76791
9.5.1,840,United States of America,2009,2.8127
9.5.1,840,United States of America,2010,2.7354
9.5.1,840,United States of America,2011,2.76525
9.5.1,840,United States of America,2012,2.68166
9.5.1,840,United States of America,2013,2.70972
9.5.1,840,United States of America,2014,2.71924
9.5.1,840,United States of America,2015,2.71742
9.5.1,840,United States of America,2016,2.76145
9.5.1,840,United States of America,2017,2.81741
9.5.1,840,United States of America,2018,2.83283
9.5.1,850,United States Virgin Islands,2002,0.06603
9.5.1,850,United States Virgin Islands,2003,0.03765
9.5.1,850,United States Virgin Islands,2004,0.03422
9.5.1,850,United States Virgin Islands,2005,0.02929
9.5.1,850,United States Virgin Islands,2006,0.03108
9.5.1,850,United States Virgin Islands,2007,0.02707
9.5.1,854,Burkina Faso,2001,0.16816
9.5.1,854,Burkina Faso,2002,0.30111
9.5.1,854,Burkina Faso,2003,0.24112
9.5.1,854,Burkina Faso,2004,0.21514
9.5.1,854,Burkina Faso,2005,0.15166
9.5.1,854,Burkina Faso,2007,0.09836
9.5.1,854,Burkina Faso,2008,0.16568
9.5.1,854,Burkina Faso,2009,0.17787
9.5.1,854,Burkina Faso,2014,0.19719
9.5.1,854,Burkina Faso,2017,0.61089
9.5.1,858,Uruguay,2000,0.20925
9.5.1,858,Uruguay,2002,0.23818
9.5.1,858,Uruguay,2006,0.36539
9.5.1,858,Uruguay,2007,0.42472
9.5.1,858,Uruguay,2008,0.37973
9.5.1,858,Uruguay,2009,0.41252
9.5.1,858,Uruguay,2010,0.34115
9.5.1,858,Uruguay,2011,0.3487
9.5.1,858,Uruguay,2012,0.3276
9.5.1,858,Uruguay,2013,0.32113
9.5.1,858,Uruguay,2014,0.33579
9.5.1,858,Uruguay,2015,0.36446
9.5.1,858,Uruguay,2016,0.40845
9.5.1,858,Uruguay,2017,0.48393
9.5.1,858,Uruguay,2018,0.41865
9.5.1,860,Uzbekistan,2000,0.36063
9.5.1,860,Uzbekistan,2001,0.34544
9.5.1,860,Uzbekistan,2002,0.29356
9.5.1,860,Uzbekistan,2003,0.26825
9.5.1,860,Uzbekistan,2004,0.27041
9.5.1,860,Uzbekistan,2005,0.23741
9.5.1,860,Uzbekistan,2006,0.22395
9.5.1,860,Uzbekistan,2007,0.21721
9.5.1,860,Uzbekistan,2008,0.19354
9.5.1,860,Uzbekistan,2009,0.20315
9.5.1,860,Uzbekistan,2010,0.1645
9.5.1,860,Uzbekistan,2011,0.15842
9.5.1,860,Uzbekistan,2012,0.1646
9.5.1,860,Uzbekistan,2013,0.1644
9.5.1,860,Uzbekistan,2014,0.16172
9.5.1,860,Uzbekistan,2015,0.17373
9.5.1,860,Uzbekistan,2016,0.18156
9.5.1,860,Uzbekistan,2017,0.15566
9.5.1,860,Uzbekistan,2018,0.13003
9.5.1,862,Venezuela (Bolivarian Republic of),2005,0.18907
9.5.1,862,Venezuela (Bolivarian Republic of),2006,0.31742
9.5.1,862,Venezuela (Bolivarian Republic of),2007,0.2011
9.5.1,862,Venezuela (Bolivarian Republic of),2008,0.23803
9.5.1,862,Venezuela (Bolivarian Republic of),2009,0.24014
9.5.1,862,Venezuela (Bolivarian Republic of),2010,0.18823
9.5.1,862,Venezuela (Bolivarian Republic of),2011,0.15296
9.5.1,862,Venezuela (Bolivarian Republic of),2012,0.2501
9.5.1,862,Venezuela (Bolivarian Republic of),2013,0.31853
9.5.1,862,Venezuela (Bolivarian Republic of),2014,0.33713
9.5.1,894,Zambia,2002,0.00544
9.5.1,894,Zambia,2003,0.00847
9.5.1,894,Zambia,2004,0.02223
9.5.1,894,Zambia,2005,0.02493
9.5.1,894,Zambia,2008,0.27819
